	reply_text
1554	“: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates ”
1555	Shit ...“: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates ”
1556	it's painful and inhuman to kill innocent people, No religion permits it.
1557	Your filthy ISLAM must be eradicated. Liars cut and paste bogus religion. Lying is part of your pond scum faith.
1558	“: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo ” - just horrific
1559	Horrific:“: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates ”
1560	I strongly condemn this terrorist attack as a Turkish Muslim.I love my Prophet.But my Prophet rejects terrorism.
1561	Your prophet? Laughable your book is cut and pasted Torah and Christian translation. Scourge of the planet = ISLAM
1562	Appalling and so tragic. “: dead in shooting at Paris offices of satirical magazine Charlie Hebdo ”
1563	actually dead Hebdo
1564	France &amp; UK wake up fools Israel deals with ISLAM pond scum every day. You asked for this. Tip of iceberg. More to come.
1565	disgusting
1566	RIP
1567	RIP Clarissa
1568	Prime ministers should not have to comment on everything.
1569	thank god our madness is limited to running around and causing anyone any harm. Hope for a peaceful ending
1570	“: Prime Minister Tony Abbott's statement on the . Updates: ”
1571	
1572	hope they get caught
1573	How stupid
1574	kill those mother fuckers!
1575	prayx not happen again
1576	THE TERRORIST MOST LIKELY FLED TO THE MUSLIM ZONE WHERE COPS ARE NOT ALLOWED, COULD HAPPEN IN AMERICA
1577	In America, head for the WH. Be warmly greeted.
1578	It is a matter of when it will happen.
1579	Some good news!
1580	good.
1581	“: Reports: suspects killed ” superb simultaneous response by the French tactics unit.
1582	Chance lost to bring them to big trial and eure to the world. A pitty they were not caught alive! Now they are martirs!
1583	They got Netanyahu's Mossad agents? GOOD. Don't fuck with the French -- they invented the guillotine!
1584	great news! No trial, no taayer money spent to support them.
1585	Damn, this is like a movie RT Reports: suspects killed
1586	damnit!!! That's what those fuckers wanted!! Now they will be hailed as martyrs....
1587	That's a good start
1588	Can you confirm the reports that those suspects were killed by French police?
1589	Sounds like theirs multiple terrorists acting or the Two hebdo attackers manage to stay step ahead of ,000 cops one of two
1590	take them alive so they can suffer
1591	My heart is broken!
1592	My heart is broken...I am so so sorry..Nathan..God Speed Hero.
1593	God Bless
1594	he even looks like a boss
1595	that so sad pay go out his family
1596	my condolences go out to your family
1597	Rest in peace. An innocent life taken so tragically. In our hearts and prayers.
1598	Honour and respect to this Soldier, this Warrior. ...
1599	How about giving them bullets before they are shot instead of honours after
1600	Iam very sad !!! My heart broken .
1601	The flags are also at half-mast. RIP Cpl. Nathan Cirillo. Our thoughts and prayers are with his family &amp; CAF
1602	
1603	Please take a minute to hug your loved ones today. God's speed to the family and first responders.
1604	a bit of joy in a gloomy day here at celebrating remarkable legacy of Coady.
1605	.. This was an attack on all Canadians whatever stripe Obviously these despicable acts are from cowardly cretins.
1606	absolutely!
1607	good for Vickers
1608	The real hero is the soldier who lost his life doing his job and serving his country.
1609	at anyone!
1610	minor looting? Didn't they burn down a store?
1611	what about drone killing innocent bystanders that are near an alleged bad guy? We turn cheek No Twitter outrage
1612	except molotov cocktails. Molotov cocktails justify snipers...
1613	oh yea the malatov cocktails too.
1614	or pointing any weapon at any non-combatant
1615	I say even before journalists, CITIZENS! but now the journalists can put light on the situation, it's all across the U.S.
1616	Not simply a title: Journalists, but CITIZENS, Paul. Everyday USA People/CITIZENS protesting Police MURDER/Subterfuge! --GBJ
1617	MINOR LOOTING? LOL
1618	there was shots fired from in the riot nite .I heard it live on the police scanner.I think theyre worried about armed rioters
1619	NOTHING justifies militarized police pointing sniper rifles at anyone
1620	new bill Stop Militarizing Law Enforcement act drafted yesterday
1621	You misspelled citizens.
1622	How about this
1623	the original lie is going to screw them, everything after the first day is a separate crime. they didn't care about boston!
1624	Journalists, poor and the homeless are not Royalty.
1625	. Is that why you guys posted TONS of photos of looters on the first day this story broke? You're so much like the MSM you hate
1626	that's an easy request to grant
1627	Capturing them alive wd ruin their plan “ French terror suspects want to be martyrs; are holed up north of Paris: ”
1628	“: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: ”
1629	Fuck! If you do, that rat hole becomes a mosque! Fuck this th c barbarism!
1630	let's not forget the Clinton(s) frequenting the Royal pedophile palace.
1631	easy. Wish granted. Just step outside!!
1632	: French terror suspects want to be martyrs; are holed up with hostage north of Paris:
1633	Come to the window and we will grant you your wish!!
1634	“: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: ”
1635	everyone in France will be celebrating, but many of them will undoubtedly be celebrating and acknowledging their martyr status
1636	capture them, shave them, and march them through the streets of Paris like WWII collaborators.
1637	"Not sure how taking a hostage says ""Martyr"". Release the hostage, the french will then martyr you."
1638	what? will they? though I do think many in France will treat them as martyrs when they do eventually die!
1639	The virgins to line up“: MORE: Official: French terror suspects want to be martyrs;”
1640	Conceal and carry law coming to France...
1641	give the fuckers there wish
1642	Let them due as martyrs then.
1643	would like me to say we love you &amp; all know ddrs caused this f'd up situation. Please be like Joan of Arc &amp; listen to Him.
1644	“: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: ”
1645	
1646	If they were criminals why did the police not arrest his friend right away?They shot one robber &amp; let the other go
1647	no he was walking IN the street big difference
1648	it's sound like they may have been racially profiling him as a suspect
1649	a story that continues to repeat itself, over and over and over in America.
1650	You are supposed to not be biased when you're a journalist. Glad you can come up with that decision without knowing all the facts
1651	this turned out to be a very popular tweet
1652	it sure did. A boon to my
1653	How? They are giving info that the media asked for.
1654	They are releasing irrelevant info that doesn't affect the case of Michael Brown's shooting
1655	They can't release shooting info cause they are still interviewing witnesses. Media wanted this info.
1656	They can't tie the two together cause they are separate issues. Releasing at different times puts distance between them.
1657	What case? It's totally cool to shoot unarmed people suspected of a crime!
1658	and that is part of what's distressing. Police screw up and make bad decisions in any system.
1659	to have the Supreme Court declare open season for cops on the population is a deliberate decision.
1660	For you to declare he was executed without any facts is also as absurd.
1661	I don't think i did say that. I did criticize a Supreme Court decision I've read many times.
1662	That's two different arguments.
1663	and that suppressing or selectively releasing info led to people deciding for themselves.
1664	it is! I both argued that the Supreme Court was wrong . . .
1665	and not releasing any facts is a real good way to make sure people pass judgment on the facts they have
